0,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,1
21,0
22,1
23,0
24,0
25,0
26,0
27,0
28,0
29,1
30,0
31,1
32,1
33,0
34,1
35,1
36,1
37,0
38,1
39,0
40,0
41,0
42,0
43,1
44,0
45,0
46,1
47,0
48,1
49,0
50,0
51,0
52,0
53,0
54,1
55,1
56,0
57,0
58,1
59,1
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,1
71,0
72,0
73,0
74,0
75,1
76,0
77,0
78,1
79,0
80,0
81,1
82,0
83,1
84,1
85,0
86,1
87,1
88,0
89,1
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,1
103,1
104,0
105,1
106,0
107,1
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,1
119,0
120,1
121,0
122,0
123,1
124,1
125,1
126,1
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,1
135,1
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,1
145,0
146,1
147,0
148,0
149,1
150,1
151,0
152,0
153,0
154,0
155,1
156,1
157,0
158,1
159,0
160,0
161,0
162,0
163,0
164,0
165,1
166,0
167,1
168,0
169,1
170,0
171,0
172,1
173,0
174,0
175,0
176,0
177,1
178,0
179,0
180,1
181,0
182,0
183,1
184,0
185,0
186,1
187,0
188,1
189,0
190,0
191,1
192,0
193,0
194,0
195,1
196,1
197,0
198,0
199,0
200,0
201,0
202,1
203,0
204,1
205,0
206,0
207,1
208,1
209,0
210,0
211,0
212,0
213,0
214,0
215,0
216,0
217,0
218,0
219,0
220,0
221,0
222,1
223,0
224,0
225,0
226,1
227,0
228,0
229,0
230,0
231,0
232,0
233,0
234,0
235,0
236,0
237,0
238,1
239,0
240,1
241,0
242,1
243,1
244,1
245,0
246,0
247,0
248,0
249,0
250,0
251,1
252,1
253,0
254,0
255,0
256,1
257,1
258,1
259,1
260,0
261,0
262,0
263,1
264,1
265,0
266,1
267,1
268,1
269,1
270,1
271,0
272,1
273,0
274,0
275,0
276,1
277,0
278,0
279,1
280,0
281,0
282,0
283,1
284,1
285,1
286,0
287,1
288,1
289,0
290,1
291,0
292,1
293,0
294,0
295,0
296,0
297,1
298,0
299,0
300,1
301,1
302,0
303,1
304,0
305,0
306,0
307,1
308,0
309,0
310,0
311,0
312,0
313,0
314,0
315,0
316,1
317,0
318,1
319,0
320,0
321,0
322,0
323,1
324,0
325,0
326,1
327,1
328,1
329,0
330,1
331,1
332,0
333,1
334,1
335,1
336,0
337,1
338,0
339,0
340,0
341,0
342,0
343,1
344,1
345,0
346,0
347,1
348,1
349,0
350,0
351,1
352,0
353,1
354,0
355,1
356,1
357,0
358,1
359,0
360,0
361,1
362,1
363,0
364,1
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,1
373,1
374,1
375,0
376,1
377,0
378,0
379,0
380,1
381,1
382,0
383,0
384,0
385,1
386,0
387,1
388,0
389,0
390,0
391,0
392,1
393,1
394,1
395,0
396,0
397,0
398,0
399,0
400,0
401,1
402,1
403,1
404,0
405,1
406,0
407,0
408,0
409,0
410,1
411,0
412,0
413,0
414,1
415,1
416,0
417,1
418,1
419,1
420,0
421,1
422,1
423,1
424,1
425,1
426,0
427,0
428,1
429,0
430,0
431,0
432,1
433,0
434,1
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,1
443,1
444,0
445,0
446,0
447,1
448,0
449,0
450,1
451,0
452,1
453,0
454,0
455,0
456,0
457,1
458,0
459,1
460,0
461,0
462,0
463,1
464,0
465,1
466,0
467,1
468,0
469,1
470,0
471,0
472,1
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,1
481,1
482,1
483,1
484,0
485,1
486,0
487,1
488,0
489,1
490,1
491,0
492,1
493,0
494,1
495,1
496,0
497,0
498,0
499,1
500,0
501,0
502,0
503,1
504,0
505,0
506,0
507,1
508,0
509,1
510,1
511,1
512,1
513,1
514,0
515,0
516,0
517,1
518,0
519,1
520,1
521,0
522,0
523,1
524,0
525,1
526,1
527,0
528,1
529,0
530,1
531,0
532,0
533,0
534,0
535,0
536,1
537,0
538,0
539,0
540,0
541,0
542,0
543,1
544,0
545,0
546,1
547,0
548,0
549,1
550,0
551,0
552,1
553,0
554,0
555,0
556,1
557,1
558,0
559,1
560,1
561,0
562,0
563,0
564,0
565,1
566,1
567,0
568,1
569,1
570,1
571,0
572,0
573,0
574,0
575,0
576,0
577,1
578,1
579,0
580,0
581,0
582,1
583,1
584,0
585,0
586,0
587,1
588,0
589,0
590,0
591,0
592,0
593,0
594,0
595,0
596,1
597,1
598,1
599,0
600,0
601,1
602,0
603,0
604,1
605,1
606,0
607,0
608,1
609,0
610,0
611,0
612,0
613,0
614,0
615,0
616,0
617,0
618,1
619,0
620,0
621,1
622,0
623,0
624,1
625,1
626,1
627,1
628,1
629,0
630,0
631,0
632,1
633,1
634,1
635,1
636,1
637,0
638,0
639,0
640,1
641,1
642,0
643,0
644,0
645,0
646,1
647,0
648,1
649,0
650,0
651,1
652,1
653,0
654,1
655,0
656,0
657,1
658,0
659,0
660,0
661,0
662,1
663,0
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,1
673,1
674,1
675,0
676,0
677,0
678,1
679,1
680,0
681,0
682,0
683,0
684,1
685,1
686,0
687,0
688,1
689,0
690,1
691,1
692,1
693,1
694,0
695,1
696,0
697,0
698,0
699,1
700,0
701,1
702,0
703,0
704,0
705,1
706,1
707,1
708,0
709,1
710,0
711,1
712,1
713,0
714,1
715,1
716,0
717,0
718,1
719,1
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,0
731,1
732,0
733,1
734,1
735,1
736,1
737,0
738,0
739,0
740,1
741,0
742,0
743,0
744,1
745,1
746,1
747,0
748,1
749,0
750,1
751,0
752,1
753,0
754,1
755,0
756,0
757,0
758,0
759,0
760,0
761,0
762,1
763,0
764,1
765,0
766,0
767,1
768,1
769,1
770,0
771,0
772,1
773,0
774,1
775,1
776,1
777,1
778,0
779,0
780,1
781,0
782,0
783,1
784,0
785,0
786,1
787,0
788,0
789,0
790,0
791,1
792,1
793,0
794,0
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,1
803,0
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,0
813,1
814,0
815,0
816,1
817,0
818,0
819,1
820,1
821,1
822,1
823,0
824,1
825,0
826,0
827,1
828,0
829,0
830,0
831,1
832,0
833,0
834,0
835,1
836,0
837,1
838,0
839,1
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,1
849,1
850,0
851,0
852,1
853,0
854,0
855,0
856,1
857,0
858,1
859,0
860,1
861,0
862,0
863,0
864,0
865,0
866,0
867,1
868,0
869,0
870,1
871,1
872,0
873,0
874,1
