0,1
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,2
12,2
13,2
14,2
15,2
16,2
17,2
18,2
19,2
20,1
21,1
22,1
23,0
24,1
25,0
26,1
27,1
28,1
29,0
30,1
31,0
32,0
33,0
34,1
35,0
36,1
37,0
38,0
39,0
40,1
41,1
42,1
43,1
44,1
45,0
46,1
47,0
48,1
49,1
50,1
51,1
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,1
60,1
61,0
62,1
63,1
64,0
65,0
66,1
67,0
68,1
69,1
70,0
71,1
72,1
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,1
81,1
82,0
83,1
84,1
85,0
86,0
87,0
88,1
89,1
90,1
91,0
92,0
93,1
94,0
95,0
96,1
97,0
98,0
99,0
100,0
101,0
102,1
103,1
104,1
105,1
106,1
107,0
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,0
116,1
117,1
118,1
119,1
120,1
121,0
122,0
123,0
124,1
125,1
126,1
127,1
128,1
129,0
130,1
131,1
132,1
133,1
134,0
135,0
136,1
137,0
138,0
139,0
140,0
141,1
142,0
143,0
144,0
145,1
146,1
147,1
148,1
149,1
150,0
151,1
152,1
153,1
154,0
155,0
156,1
157,1
158,0
159,1
160,1
161,0
162,1
163,1
164,0
165,1
166,0
167,0
168,1
169,1
170,1
171,0
172,0
173,0
174,1
175,1
176,0
177,0
178,1
179,1
180,1
181,0
182,0
183,0
184,1
185,1
186,1
187,1
188,1
189,1
190,1
191,1
192,1
193,0
194,1
195,1
196,1
197,0
198,0
199,0
200,1
201,1
202,1
203,0
204,1
205,1
206,1
207,1
208,1
209,0
210,0
211,1
212,0
213,1
214,0
215,1
216,1
217,1
218,0
219,0
220,1
221,0
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,0
230,1
231,1
232,1
233,1
234,1
235,1
236,1
237,1
238,1
239,0
240,1
241,1
242,1
243,0
244,0
245,0
246,1
247,0
248,1
249,0
250,0
251,1
252,0
253,0
254,1
255,0
256,1
257,1
258,0
259,0
260,0
261,1
262,0
263,1
264,0
265,0
266,1
267,1
268,0
269,0
270,0
271,0
272,1
273,1
274,0
275,0
276,1
277,0
278,1
279,1
280,1
281,0
282,1
283,0
284,1
285,1
286,1
287,1
288,1
289,0
290,1
291,0
292,1
293,1
294,1
295,1
296,1
297,0
298,1
299,0
300,1
301,0
302,1
303,1
304,1
305,1
306,1
307,0
308,0
309,1
310,0
311,1
312,1
313,1
314,1
315,0
316,1
317,0
318,1
319,1
320,0
321,0
322,1
323,1
324,0
325,1
326,1
327,1
328,1
329,0
330,1
331,1
332,0
333,0
334,0
335,1
336,1
337,1
338,1
339,0
340,1
341,1
342,0
343,0
344,0
345,1
346,0
347,1
348,0
349,1
350,1
351,1
352,1
353,0
354,1
355,1
356,1
357,1
358,1
359,0
360,1
361,1
362,1
363,1
364,1
365,0
366,0
367,1
368,0
369,1
370,0
371,1
372,1
373,0
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,0
382,0
383,0
384,0
385,0
386,1
387,0
388,1
389,0
390,1
391,0
392,0
393,1
394,1
395,1
396,1
397,1
398,1
399,0
400,0
401,0
402,1
403,0
404,1
405,0
406,0
407,0
408,1
409,0
410,1
411,0
412,0
413,0
414,1
415,1
416,0
417,0
418,1
419,1
420,1
421,0
422,1
423,1
424,1
425,0
426,1
427,0
428,1
429,0
430,1
431,1
432,1
433,0
434,0
435,0
436,1
437,1
438,1
439,1
440,0
441,0
442,0
443,1
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,1
452,1
453,1
454,0
455,1
456,0
457,1
458,0
459,0
460,1
461,0
462,1
463,1
464,0
465,1
466,1
467,1
468,1
469,1
470,0
471,1
472,0
473,1
474,1
475,0
476,1
477,1
478,1
479,0
480,0
481,1
482,1
483,1
484,0
485,1
486,0
487,0
488,1
489,1
490,0
491,0
492,1
493,0
494,1
495,1
496,0
497,1
498,1
499,1
500,0
501,0
502,1
503,1
504,1
505,0
506,1
507,1
508,0
509,0
510,0
511,0
512,0
513,0
514,0
515,0
516,1
517,0
518,0
519,0
520,0
521,0
522,1
523,1
524,0
525,1
526,1
527,1
528,0
529,0
530,1
531,0
532,1
533,1
534,0
535,0
536,1
537,1
538,0
539,1
540,1
541,0
542,1
543,1
544,1
545,0
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,1
559,0
560,0
561,1
562,1
563,0
564,1
565,1
566,0
567,1
568,0
569,0
570,0
571,0
572,1
573,0
574,0
575,1
576,0
577,1
578,1
579,1
580,0
581,0
582,1
583,0
584,1
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,1
593,0
594,0
595,1
596,1
597,1
598,1
599,1
600,0
601,1
602,1
603,0
604,1
605,0
606,0
607,1
608,1
609,1
610,0
611,1
612,1
613,0
614,1
615,1
616,1
617,1
618,1
619,1
620,1
621,1
622,1
623,0
624,1
625,0
626,1
627,1
628,1
629,1
630,1
631,0
632,0
633,0
634,1
635,1
636,1
637,0
638,1
639,0
640,1
641,1
642,0
643,1
644,1
645,0
646,1
647,1
648,1
649,1
650,0
651,1
652,1
653,0
654,0
655,1
656,1
657,0
658,0
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,0
667,0
668,1
669,1
670,0
671,0
672,1
673,1
674,1
675,1
676,1
677,1
678,1
679,0
680,0
681,0
682,0
683,1
684,0
685,1
686,0
687,0
688,1
689,0
690,1
691,0
692,0
693,1
694,0
695,1
696,0
697,1
698,0
699,1
700,1
701,1
702,1
703,1
704,1
705,0
706,1
707,0
708,1
709,1
710,0
711,1
712,1
713,0
714,1
715,0
716,0
717,0
718,0
719,1
720,0
721,1
722,1
723,1
724,1
725,1
726,0
727,0
728,0
729,1
730,1
731,0
732,1
733,1
734,1
735,1
736,1
737,1
738,0
739,0
740,0
741,0
742,0
743,1
744,1
745,1
746,0
747,0
748,1
749,0
750,1
751,1
752,1
753,1
754,0
755,1
756,0
757,0
758,1
759,1
760,1
761,0
762,0
763,0
764,0
765,1
766,0
767,1
768,1
769,1
770,0
771,1
772,1
773,1
774,0
775,0
776,1
777,0
778,1
779,1
780,1
781,0
782,1
783,0
784,1
785,1
786,1
787,0
788,1
789,1
790,0
791,0
792,1
793,0
794,0
795,1
796,1
797,1
798,0
799,1
800,1
801,0
802,1
803,1
804,0
805,0
806,1
807,0
808,0
809,1
810,1
811,1
812,1
813,1
814,1
815,1
816,0
817,1
818,1
819,0
820,1
821,1
822,1
823,1
824,0
825,0
826,1
827,0
828,1
829,1
830,1
831,1
832,1
833,1
834,1
835,1
836,0
837,0
838,0
839,0
840,0
841,1
842,1
843,1
844,1
845,1
846,1
847,1
848,1
849,0
850,1
851,0
852,0
853,0
854,0
855,0
856,0
857,0
858,0
859,1
860,1
861,1
862,0
863,0
864,1
865,1
866,1
867,1
868,1
869,0
870,0
871,1
872,1
873,0
874,0
